product_id,quantity,wholesale_cost,sale_price,supplier_id
TESHIDU6SPYJ,4106,455.63,677.52,SBURCVZQ
L8YG2RVJPG2A,2897,129.16,179.79,QJENHIIM
C908HACZ08T7,4771,414.2,575.32,QJENHIIM
YAVGFN18N9MW,4626,370.51,655.8,HZELUZRY
7IGAH3SH03AK,3809,411.49,619.7,XDKQBNHX
PPNVRWVAOB14,654,35.22,43.07,VULJMYZU
6C5L46DN90OQ,5234,384.85,536.1,QHJAWQKY
4IUZON0R3ZPU,5087,434.71,619.03,ASCYDYTE
XH5MW0AWRW3M,4915,380.92,636.52,ZJPGZTLM
HI726BEPO1M6,1161,139.37,165.01,IJVMFHCR
M0351Y69B6NR,3012,365.35,639,ZCDYQWKI
XJ7IMOFVS27L,5429,450.02,607.98,BLKYVHGK
4NJWFUGL4I47,822,44.51,65.43,ZLTFWIEM
4FLEXA77WUXM,44,0.89,1.45,ZCDYQWKI
27K03QUDW66W,5233,440.25,745.78,ZWKVZAXK
B8CYEKOA0XY6,6460,404.76,565.85,XDKQBNHX
446X0YRBSN3M,3219,466.96,579.03,XDHMUWBY
JIU1M95GDA0P,268,11.14,15.05,VULJMYZU
JFEPZZJLZ92W,5041,400.75,673.26,IJVMFHCR
IRCRCXPKNL7I,1699,90.11,115.43,UVRADZDE
O2WV4N1VNCAN,472,45.05,53.02,UVRADZDE
H4NWKM76V8UG,2836,139.37,219.09,MYRCTODR
JVW501UD3K7L,6271,422.35,802.04,LOUEWGQU
GUXZJUYJQIM8,4389,448.62,494.83,IWFWEGMW
6OUCRIK6MORY,5964,410.14,698.47,XDHMUWBY
U941B37RSCLL,4674,398.08,466.55,VULJMYZU
YMK8IBFPWWIM,3230,457.04,841.87,IJVMFHCR
IPRRHCYS8ODI,558,43.43,82.17,BUSRIFIK
523CIWJ75U3R,6381,378.3,639.33,GWCRWNND
W6FEMBC0OAHV,3913,404.76,599.85,QHJAWQKY
QCINVJZMHPK8,1065,41.84,74.1,JSTUHPFO
1PVWL6NLS0YT,4629,360.22,572.03,ZWKVZAXK
E69K51VOALU9,6,0.59,0.72,SSLDGFIO
R2554OM3DIHM,5365,406.1,595.75,WXRIAWXC
R20V8D7PUXD1,3364,374.4,477.73,SBURCVZQ
LBBA6ATRXXIH,215,15.75,23.58,QJENHIIM
MW4LRMHG4CAY,520,41.31,73.7,WXNJOFOQ
EW7ZZFL8WVCT,4633,478.4,729.08,LLYNIFGP
Y6RF8XA518ZG,1483,126.65,156.67,HZELUZRY
EVYV69HIH6JX,2099,125.82,190.99,XDHMUWBY
BW01IHQ4AKQL,719,36.71,65.78,XDKQBNHX
NWHQWZU52YAU,179,15.75,19.31,QJENHIIM
D27QB0BNZ50C,5374,367.93,517.31,HWPQDXDV
WV6S0ZKD3F81,5956,404.76,734.23,SZBXULKZ
5MBIM72XT5YC,5035,335.03,508.58,QWGCKSEE
ROJ4O745DAET,3196,384.85,561.11,CSIUUMRG
XZXMBMHICF04,1244,106.58,198.45,JDZBSSBD
OC4QSR9PK9SY,5702,425.09,555.17,QWGCKSEE
WYP8LFE063JF,4101,447.22,694.09,IXWQZJJQ
ETBI4MIRV05W,4963,440.25,686.35,CSIUUMRG
CF0ICZMT9HPD,1979,134.22,250.86,RUEYGNJW
1MOWLFYAWROL,1795,137.65,244.6,CSIUUMRG
QLMZWCMRHFSI,5501,411.49,487.62,ZCDYQWKI
W20S127PULCV,5396,452.82,763,BLKYVHGK
JCI8N9204HNL,6134,422.35,674.07,SSLDGFIO
EP0YVW6991OB,4954,406.1,720.42,IWFWEGMW
XLGS2H2PZ3QP,2595,90.83,155.68,SBURCVZQ
67MO6TD85JAZ,2993,433.33,630.93,HUUDFQKQ
T5Q1T7HOOYOG,2,0.68,0.92,EIUMBEPJ
YIDCZL447UL2,4795,411.49,532.88,IWFWEGMW
0KBRAWOOF1ZA,4883,406.1,709.46,MHPSLALJ
UWRUPN3ATVY3,841,38.73,70.06,GWCRWNND
R2B3EREOMOQX,2395,130.84,184.88,ATCDUVFW
FNFE7REEC3K9,1437,105.03,181.7,JSTUHPFO
I6OK9FEWSJJ6,6037,410.14,627.92,ZCDYQWKI
8NW866OIKITD,4026,437.48,484.29,IJVMFHCR
363DCM8METE1,3079,382.22,567.98,DYCUYQFX
Y8F30117KX5C,5754,407.45,742.37,ZCDYQWKI
VH2I2V65SGT9,4220,452.82,848.58,HUUDFQKQ
729EYIASH6A7,2125,107.35,127.42,JDZBSSBD
7EQKTCATXSSS,5762,379.61,456.29,MYRCTODR
R28G1CH9Y2BF,4228,440.25,784.97,EIUMBEPJ
RW9VBVBVSR2T,764,33.28,41.77,ATCDUVFW
N7882CPHMFT8,2891,106.58,118.09,XDHMUWBY
FD5GAYGTRYVA,482,40.27,57.75,IXWQZJJQ
XBMT07GUW8T7,2225,126.65,194.66,EQVSQOIN
6K1HHI1G6WLL,5118,375.7,492.54,TPDPNKYI
GPLZQOE4NKGC,2538,152.59,205.69,IWFWEGMW
YFKU73HKAAKA,1741,124.99,174.11,UVRADZDE
ANBEJG849X1S,5667,371.8,511.97,ASCYDYTE
ABVCKO7I10VO,253,12.72,23.37,LLYNIFGP
HVA2MFS5YYIS,5883,400.75,506.55,IJVMFHCR
HGQ3KBCZOKM3,2179,101.21,173.07,UKVXLLYL
0MYIZPC4EXDR,3876,386.16,471.12,NWQKMQNZ
8PBQTX0JF8DV,4322,412.84,509.03,WXRIAWXC
653I8AF0B198,4985,387.48,580.83,JSTUHPFO
12T0GPSOXTBA,5936,404.76,642.35,MHPSLALJ
XQXSCVGL0V2N,2783,123.34,198.45,IWFWEGMW
4Q87Q4KLADLI,4302,392.76,485.45,ZJPGZTLM
EOVMQMEAOIR4,5510,408.79,676.55,ASCYDYTE
KSJX5FB50WRG,2887,116.04,141.8,QHJAWQKY
AYPVC2HVJR3B,594,36.21,59.09,NWQKMQNZ
ZGO22I1UNIL8,3280,433.33,497.9,BUSRIFIK
T759JJNWXUTZ,2741,135.93,226.46,PXEQJNYI
50TTC1M1DJ1Z,3545,476.96,893.35,SZBXULKZ
BJJA2GR253AM,4120,392.76,557.72,MHPSLALJ
MEG50DBLIUJM,1349,123.34,181.19,XDHMUWBY
W6N55IT8TLDL,3236,361.5,403.8,ATCDUVFW
YIOKI4FO137K,3186,422.35,772.9,TATYTRUX
A70ZPE7NJQNE,5410,407.45,572.87,SBURCVZQ
SBHLYQEPCTSH,4300,379.61,537.53,IXWQZJJQ
8IMQL3EQAC1O,6176,403.42,655.15,ZJPGZTLM
TES47R9L2UQX,2138,102.74,120.82,UKVXLLYL
F38ARHYD58I7,1373,112.85,173.56,RUEYGNJW
7SDEFKEWVMXS,4434,414.2,535.97,SNQXWKEN
TMSCA9SJYAY5,1614,131.68,223.59,DYCUYQFX
R2U1IKOLI3EH,1252,124.17,140.56,RUEYGNJW
7MF4L0JDOFUF,451,38.73,52.13,UKVXLLYL
T54Z7E9SZ2TB,177,9.95,15.01,QJENHIIM
I8T55WG7NWF8,2112,139.37,242.23,SSLDGFIO
BQSOSGSI9S3H,6062,425.09,766.86,GWCRWNND
EVF8YIX4NLPG,546,25.98,49.08,JDZBSSBD
SXCGU8TQP2ZG,5735,374.4,652.95,HUUDFQKQ
ZV3B4O78OWRV,4765,352.59,453.43,DYCUYQFX
H0XI86WND4PB,1252,146.36,200.66,IXWQZJJQ
1Y3WC66P6Q2W,5243,444.43,728.42,EIUMBEPJ
PC18UH0GEZ0N,1917,129.99,151.7,MHPSLALJ
BLHXVFZZ0POG,1309,127.48,175.54,JSTUHPFO
6UU7PJADN1GO,4403,447.22,617.61,ZQOTKOPT
JRBDVIPQCJNG,6465,423.72,489.82,IWFWEGMW
M5KMPMW1TVTA,417,40.27,45.38,HUUDFQKQ
D8X4AB1UBHBD,137,1.91,2.26,HWPQDXDV
BXJ9H4MUIK1H,6442,404.76,524.97,SZBXULKZ
5E9YIEP1KMGC,6399,390.12,544.22,EIUMBEPJ
7FHJEBUBCTXC,5388,437.48,558.66,KWZHPPSI
88TQUVLEV5SZ,1558,129.16,171.14,UVRADZDE
K5S3RLW5O1G0,6020,429.2,760.11,LLYNIFGP
815F8VG0M0E0,1604,123.34,144.31,HZELUZRY
57A6DEJRBHKF,1720,124.99,177.99,ASCYDYTE
VIXY5WECNE6U,3900,408.79,476.24,UKVXLLYL
JNVDBSKK9W2N,2542,128.32,187.86,ZLTFWIEM
EBIH2VF86Y85,707,38.22,57.29,XDHMUWBY
WBUNWPWS6OH2,5670,391.44,508.09,HZELUZRY
J93QC8PSQLD7,2502,146.36,203.44,XDHMUWBY
3YY4IHYTY76A,5012,408.79,456.62,RUEYGNJW
LYYR8MSIRWH9,2637,117.64,221.87,LLYNIFGP
ZPW4XGT6KF69,3678,454.23,549.16,MHPSLALJ
MSF8GBUS4MY8,1706,121.7,224.54,ZWKVZAXK
PX8SVR7K0VJO,4828,358.94,564.25,NWQKMQNZ
L6BVUID8SZZZ,1011,44.51,49.23,CSIUUMRG
QHQINVIC3YXV,3234,433.33,583.7,EIUMBEPJ
I3Z1KEHH699T,4012,345.02,380.21,LLYNIFGP
4PO74JSISY8J,5334,362.78,626.52,KWZHPPSI
54WJL7Q8XDUD,834,36.71,62.99,ZLTFWIEM
28GSLL6RKPZZ,143,3.81,6.41,IJVMFHCR
WDPBENAMVYE1,4963,468.38,767.21,JSTUHPFO
EBB8Z1HXZJJU,6038,404.76,738.28,ZWKVZAXK
FQ2N9W4SRCXL,4165,404.76,720.88,QWGCKSEE
5IHB3EZDREH4,2463,157.11,229.38,ZQOTKOPT
ZC09V02ECWXX,1593,135.08,234.09,JDZBSSBD
8IHSVL4AJWRY,3558,367.93,445.93,XDKQBNHX
P1974QZDHCFY,819,35.71,51.1,HZELUZRY
6EB6FXT4SI7B,1595,101.21,149.59,HZELUZRY
RKJ9OQU1KEH8,4810,400.75,461.26,QWGCKSEE
ZY7L8VDQ8SOJ,5784,369.22,683.06,CSIUUMRG
3DEFFTFBVT84,5511,366.64,556.56,SBURCVZQ
JHJ3XBLBPMLS,5647,419.63,797.3,SSLDGFIO
KZC26RYIKM68,4064,396.75,475.7,ZLTFWIEM
H3Z0SRTOC297,2983,399.41,585.93,KWZHPPSI
493A4CE0VLBS,5461,378.3,613.22,ZWKVZAXK
C4DLFJPYEOI2,3437,388.8,606.92,JSTUHPFO
A7D5NLUFENGI,2791,114.44,194.78,WXRIAWXC
GVAXFKWHIMIG,389,6.96,9.49,PXEQJNYI
SKR5QT9MAGXN,5181,459.87,726.59,KWZHPPSI
LPG9BUAP3OLU,6476,392.76,654.34,IXWQZJJQ
H413T2K28S6W,6376,430.58,812.94,UKVXLLYL
KJFX9ELJPGAT,3178,378.3,474.39,JSTUHPFO
WPT9MU1R6XX1,5460,447.22,803.65,SSLDGFIO
H3JM4492IFDB,1001,39.24,50.58,WXRIAWXC
WGFVYSWPUJS0,1713,102.74,176.2,BLKYVHGK
ATAHDS70FFQU,3409,387.48,560.3,HZELUZRY
0YA2YA1EQ8XT,4041,452.82,666.1,UKVXLLYL
OV85R44O6RRM,4066,420.99,526.24,ZLTFWIEM
5SQIW09YQPZ5,3455,398.08,728.49,TATYTRUX
XNU2M7WVAF8A,1559,111.27,129.3,SZBXULKZ
ZYW3XNTRY9SF,4467,386.16,595.84,IJVMFHCR
KLCIQSVZM1CX,5628,412.84,672.52,IWFWEGMW
OPJ47W9DBB4Y,3422,378.3,616.25,XDHMUWBY
N9HU12O7GRZB,6275,419.63,773.38,PXEQJNYI
A0RUZB7Q19WP,3343,404.76,762.97,IXWQZJJQ
111A5T5YHDTS,5465,412.84,700.59,BUSRIFIK
LON0ALXL0CRW,2250,149.02,226.21,HWPQDXDV
IFCD1AQ7HHUV,1824,119.26,183.78,BUSRIFIK
K91OZDCCRM0A,3034,407.45,517.05,RUEYGNJW
GQBWQZBTL4G8,3407,459.87,665.43,IWFWEGMW
5VKYC37558FJ,3371,430.58,522.29,ASCYDYTE
DX43YWXYTJZ2,4399,420.99,699.26,HUUDFQKQ
W5UKWHM4MQEX,2957,138.51,214.83,BUSRIFIK
IRWHWN9767RJ,860,38.22,62.95,PXEQJNYI
6E3BTFK9KAI0,914,33.76,54.15,VULJMYZU
0MLYTMPEXPC2,4517,440.25,499.68,ZQOTKOPT
EMFFGPV367VI,3498,431.95,728.27,QWGCKSEE
HT16AR2AFKUV,6501,379.61,431.24,PXEQJNYI
9SZDFHYMRP27,4201,384.85,649.63,BUSRIFIK
4UEKN6TS6JL1,4502,436.09,668.09,KWZHPPSI
5G5TLKPSICSL,3444,433.33,705.03,LLYNIFGP
HFSFWYKIX8N3,3905,352.59,420.64,CSIUUMRG
IGZYZ0JR047O,2142,107.35,202.03,EQVSQOIN
OWA4Y26NWUA3,3398,377,571.15,XDKQBNHX
TO51G00TLPGP,4603,464.12,814.07,SNQXWKEN
AH534YL9MGN1,3636,416.91,565.33,UKVXLLYL
UI56F4QR0PI0,5047,394.09,467.39,UKVXLLYL
R9GXGUIT46CA,3457,369.22,547.92,IWFWEGMW
4XUA9EALPXKG,6568,390.12,614.83,TATYTRUX
4B3S92BOJFQK,6544,416.91,553.66,HWPQDXDV
72JNXKI9I3EV,4249,426.46,777.01,QHJAWQKY
X2OS8Q8PSDCP,6055,371.8,536.88,KWZHPPSI
Y8NWIG7FOS5P,5353,384.85,596.13,LOUEWGQU
XH8OUAQGZDNJ,3781,375.7,488.41,IWFWEGMW
ZJF7YTVLG0SM,3441,436.09,571.71,HWPQDXDV
5PQ3V7WW3PX7,5395,382.22,452.17,JSTUHPFO
3NC4A59M3O92,568,41.31,65.56,TATYTRUX
K14V0GXQVK6F,1855,129.16,183.02,HUUDFQKQ
6WUF32WB7CG1,291,11.45,15.43,UVRADZDE
CJRKQERRH9J9,4447,454.23,625.93,ZLTFWIEM
YTZMY8K9LDR8,527,35.71,41.78,JDZBSSBD
KSEFSQOM34BQ,670,29.08,50.22,EIUMBEPJ
RLL0APXD5SV6,6211,407.45,533.76,QWGCKSEE
2LY2ALDL4HQB,237,14.03,18.06,LOUEWGQU
RDA6GXRM0ZB8,74,2.71,4.52,IXWQZJJQ
ULLID2C0YNTK,4873,408.79,669.6,WXNJOFOQ
C2T47LXCYM9H,3644,396.75,466.18,WXNJOFOQ
9JFLVT2KM4ZT,389,13.7,17.56,UVRADZDE
1BQX2PYI0YXM,315,16.11,19.24,CSIUUMRG
N6LH9RQQMB5B,4118,416.91,550.32,ZCDYQWKI
DXW04I3MNGDI,4093,430.58,615.73,DYCUYQFX
JP1F0XTBM1XK,3363,425.09,615.96,XDHMUWBY
86J7BT6WWCNU,3421,411.49,703.24,SBURCVZQ
R3RB0RX50F3Q,649,38.73,51.01,ZQOTKOPT
PLDAPY0SO3OW,5538,411.49,757.55,ZWKVZAXK
MR8INK1N861U,1979,124.99,182.36,IJVMFHCR
0KN0OE1SM705,1415,112.85,210.8,JDZBSSBD
HBQVBA3PIX3S,5910,425.09,695.87,IJVMFHCR
UD471PD34O0G,4147,388.8,504.27,QJENHIIM
RKWPQKH0OL2X,2979,114.44,131.49,WXRIAWXC
DVX2MTJZ5RLS,349,14.37,22.07,XDKQBNHX
WPT263CZW326,5814,367.93,463.96,KWZHPPSI
VVXFP3MC87MV,1708,111.27,199.4,QJENHIIM
STNK2WMM3ZOK,2849,136.79,214.35,IWFWEGMW
2FG94VOLP1C4,429,37.21,69.14,XDHMUWBY
C3491C02HV5T,2826,124.17,174.46,CSIUUMRG
8BNPB3SKJQPZ,4150,378.3,521.3,BLKYVHGK
E0NUOJNDAL4G,2851,123.34,207.95,JSTUHPFO
A43N0QQ5X1KX,3224,416.91,501.96,QWGCKSEE
6OV3UZ0PPNI5,2647,112.05,210.32,LOUEWGQU
S80PY4B1H56K,102,4.22,6.71,SZBXULKZ
ZANKOWEYAGT8,4197,429.2,814.62,TPDPNKYI
3FMW0B8QTMR1,2351,130.84,163.03,VULJMYZU
SQ2MOINIJR5A,4065,485.6,703.15,GWCRWNND
ZN2W7PAXDBIP,3712,355.12,481.19,ZLTFWIEM
SQWVZJ7912ZT,3185,414.2,715.32,MHPSLALJ
C94K3YVO1RTE,2583,120.89,184.96,SNQXWKEN
BTPO26CLW556,4516,416.91,669.56,ATCDUVFW
UOMX89QP20E4,2680,107.35,126.46,WXNJOFOQ
X1IVDX3XNAOD,5384,410.14,719.8,NWQKMQNZ
MTACRSMI6N9Y,568,45.59,54.48,ZLTFWIEM
MSCPG4ES8H8N,1725,137.65,172.75,SSLDGFIO
ZLHHYNGWQFYA,2982,423.72,530.07,LLYNIFGP
VRC1IUA99JVG,4123,380.92,537.48,KWZHPPSI
4WXBIW5JHP8T,951,39.24,67.26,ASCYDYTE
OOVGY72RJXQE,857,37.71,64.33,XDHMUWBY
P3DZB1AW7M8W,1614,98.2,178.43,SNQXWKEN
TFYVYPEFZCNU,1362,120.89,155.95,DYCUYQFX
B2N4K33ULF8L,2791,143.72,229.81,ZJPGZTLM
7U0XSIE3NXNS,4996,390.12,486.87,ZJPGZTLM
U6Y7SIKBX106,4468,392.76,620.56,HZELUZRY
3NCBK1UCNVVH,319,10.24,19.04,MHPSLALJ
B2TDU4QUL1G8,6092,410.14,524.16,XDKQBNHX
B0TFMYGS44KY,5740,395.42,644.93,SNQXWKEN
LJSU2CEAXI23,667,31.86,50.66,XDHMUWBY
JA7OTB4UVCAF,4083,386.16,508.19,JSTUHPFO
UQA58PKGHBWS,5259,351.32,487.98,EIUMBEPJ
MZFHRYVQFRZF,5201,388.8,501.16,IXWQZJJQ
YIM4L9G43GM4,994,42.37,62.41,SZBXULKZ
S0LNF4VHBK3X,4573,438.86,726.75,ZQOTKOPT
SJQ86XO3UKV0,5336,392.76,506.27,WXRIAWXC
I2R863960CW5,5577,416.91,685.82,IXWQZJJQ
FMZ2EK1N5DXL,6268,394.09,696.36,XDHMUWBY
KDF43215P1A2,2653,120.89,154.38,LLYNIFGP
PUU571DYJ7UB,1285,114.44,202.44,IWFWEGMW
AM3W5VQ24VHY,2174,135.93,163.39,PXEQJNYI
1EPYFRWZA2T5,6353,379.61,561.06,RUEYGNJW
5W9UA7VNAYBY,2028,125.82,143.06,LLYNIFGP
8GKUMAZOR5I3,632,42.9,72.07,SSLDGFIO
2EKC6ZDCAONK,5305,411.49,658.8,WXNJOFOQ
F2LVMICR2MQO,1941,143.72,216.44,JDZBSSBD
XRBGQ7DWKRN3,5772,464.12,556.94,IXWQZJJQ
G5JDV2C14PP1,5054,438.86,735.09,ZWKVZAXK
4O2JZUG6BWRZ,4682,408.79,546.14,SBURCVZQ
I4NHAFLIV4B0,4572,400.75,677.67,ASCYDYTE
D9DU7B5EN53N,5666,440.25,803.9,GWCRWNND
TLADBY4LM6IP,4552,455.63,643.35,XDKQBNHX
FDGVAV0LYDBY,73,1.77,2.18,ZCDYQWKI
YMFZ57FTKTWG,2590,109.69,193.27,BUSRIFIK
FR7KSPII680X,635,37.21,51.42,UVRADZDE
TSH9I2Z4MH83,3735,399.41,622.28,MHPSLALJ
JOY79FKKF67Q,543,32.8,52.05,RUEYGNJW
9BPFSFXVGWQ5,204,10.54,17.49,BLKYVHGK
AO7CB1OFEZY0,5621,388.8,490.67,NWQKMQNZ
6JK4XU9BKPSJ,5738,406.1,495.85,SSLDGFIO
TIYHLHE07H71,2207,124.17,200.66,JSTUHPFO
MBAPTYO5B78J,4789,408.79,644.25,BUSRIFIK
F0ASQ2V2ET4F,4319,430.58,545.11,JSTUHPFO
63O0ZFFLE9CV,2596,130.84,229.36,BLKYVHGK
54NEQ46G5F2C,3700,448.62,573.78,XDHMUWBY
HVLFHWLXJW0W,1369,156.2,204.31,QWGCKSEE
W0RBZ6O28SNI,4100,425.09,593.43,JDZBSSBD
3N8JKJBB84BK,603,32.33,56.19,UKVXLLYL
CW82XAXSEDG7,5154,412.84,557.75,HUUDFQKQ
SA9QXS5GM5LO,1761,126.65,186.56,UVRADZDE
QFS27ULOWX5I,6452,454.23,591.41,IXWQZJJQ
1E1YK45CG16T,3034,410.14,777.63,MHPSLALJ
YQ24C6JDMHAR,1537,124.99,156.36,SZBXULKZ
5V3HOUBE6RYA,5202,400.75,583.09,IXWQZJJQ
2Y92HGBBWEBO,4318,412.84,521.83,SSLDGFIO
V4XAVLRD4AYE,310,7.73,10.02,EQVSQOIN
QY7FST3R5MXO,2334,157.11,228.44,LOUEWGQU
WTMTYQC18BNT,1243,115.23,139.31,CSIUUMRG
LU0BZ4CKEM5F,3296,426.46,637.98,SSLDGFIO
IV7RNBF23PBQ,1473,104.27,174.44,WXNJOFOQ
5Y3OAYIM6FGZ,4351,416.91,573.25,HZELUZRY
4OJ6Y0J2WYHG,1422,120.07,147.57,SSLDGFIO
FSEYFLLVXZPS,4450,366.64,553.63,WXRIAWXC
IW8D0HENO1PX,3861,420.99,533.39,KWZHPPSI
D02KQHQ70K2N,3285,408.79,750.54,QWGCKSEE
XGR2XKKKZAH6,2041,136.79,189.18,HWPQDXDV
3V3CVSN6FION,4529,386.16,481.93,BLKYVHGK
TN53YQOEFO4V,1571,119.26,202.62,ZCDYQWKI
HTIPWML9OML9,6312,387.48,463.43,LLYNIFGP
6EMUSUNBM3IL,5132,436.09,611.83,ZLTFWIEM
DRQ6L8V5CJAP,541,28.63,47.67,LLYNIFGP
IKHBOPZ96W2U,5409,348.79,506.79,HWPQDXDV
O8MBBWVQWG9D,1915,105.03,145.26,BUSRIFIK
OCVHT18EQG5M,2323,111.27,153.22,SBURCVZQ
7N9YR069FD9F,429,48.92,55.67,UVRADZDE
X99SDZII9Y4J,3658,392.76,570.68,LOUEWGQU
IIJUTMDH1XYU,2336,120.07,166.9,RUEYGNJW
HWIZK5JY5SFX,3313,378.3,526.22,ASCYDYTE
A5Z55WGD6DSD,4644,440.25,570.56,LLYNIFGP
ADGR6FKRZBF1,4352,395.42,618.04,RUEYGNJW
EGXDD2Y1U6MJ,4327,457.04,563.07,TATYTRUX
S5KZJXG15A7G,4846,415.55,554.76,IXWQZJJQ
VZUDDPC1H2B0,4681,370.51,643.58,XDKQBNHX
X6KRVSH184HW,2292,140.24,234.2,IJVMFHCR
933A7WIOLK72,4606,380.92,560.33,XDHMUWBY
N09LWMQNPNW5,2759,96.71,126.79,ASCYDYTE
WUG9TN9MYQYE,3164,407.45,475.49,GWCRWNND
HOG1VZJUDVRC,1073,45.59,83.29,ATCDUVFW
58A0VHRYPW47,1168,135.93,237.74,IWFWEGMW
1NOTWBST65WO,4670,400.75,587.1,UVRADZDE
2COVMIGB7BID,6586,400.75,464.87,EIUMBEPJ
PIXCOQH4F3E1,4091,458.45,572.15,SSLDGFIO
19NUDL2X8AQ5,5237,412.84,598.62,EIUMBEPJ
A53M7G6LP78A,5706,425.09,625.31,CSIUUMRG
1L5Q9FTYP5SS,1149,116.84,137.4,QHJAWQKY
0CAFQZL72CZL,2711,105.8,157.54,IJVMFHCR
GB5O7CCG4XP5,1437,115.23,216.75,JSTUHPFO
3228A6EGSJS3,5890,362.78,469.8,TATYTRUX
RG55YK3SGVEF,491,31.39,57.88,ASCYDYTE
ISALP8V05I6W,2499,151.69,285.18,XDHMUWBY
9N42XELUTES3,4248,402.08,576.58,ASCYDYTE
JEMB6QUHDK39,4632,384.85,641.93,UVRADZDE
0WQFP9NXTGD7,353,12.08,20.52,BUSRIFIK
Y4YGZNH4VAKL,2725,145.48,237.13,GWCRWNND
2LXBDONMP2P6,3172,342.51,433.62,QHJAWQKY
5KXBX29QBBCZ,6366,474.09,771.34,DYCUYQFX
P62CSCRMYLH8,5412,406.1,683.06,MYRCTODR
DPMSLNQJGX2U,1554,110.48,209.8,HUUDFQKQ
8FHZOUDGT9AJ,1063,41.84,51.13,GWCRWNND
PEZYOCB6OCO2,5704,461.28,796.63,MHPSLALJ
Q50ER3CW3SCS,3007,367.93,432.69,CSIUUMRG
K3KT7NMDC1M2,5791,394.09,592.32,XDHMUWBY
4HPWTM0G15AC,5270,419.63,641.61,ASCYDYTE
QU51AG1UPE3B,523,37.21,66.12,MHPSLALJ
O6ZGKEW71UX2,1376,120.89,136.36,GWCRWNND
DRYDG4F1D5SQ,6617,427.83,658.86,SSLDGFIO
UL8C8ACG1209,2628,126.65,139.44,MYRCTODR
6I4O5BGWCBBB,3303,388.8,554.04,GWCRWNND
H92STXL7L94D,3631,396.75,704.23,TATYTRUX
L50YK5RZUTU4,4222,331.31,390.95,MHPSLALJ
XOK2KXEW0LFC,1751,135.08,230.72,ZQOTKOPT
12IQVF4J2AA1,2588,135.08,164.93,BUSRIFIK
6JL1V7OVD0L8,3540,414.2,737.28,DYCUYQFX
CTKX14X5EOTU,4102,423.72,760.58,PXEQJNYI
RRH0SRBLX23L,3048,400.75,516.57,QJENHIIM
4PMKW7F3GV0E,2761,116.84,142.54,ASCYDYTE
BH7L1O5OT26M,1541,158.01,239.86,RUEYGNJW
9GGWWH6L0QLF,5988,399.41,460.92,ZJPGZTLM
0J7MSCZ0EFM4,384,10.24,13.39,MHPSLALJ
4DX8317HYKVQ,5057,388.8,632.19,CSIUUMRG
ISW7X71QJ3X7,2838,132.53,234.45,LOUEWGQU
45VY6KXN4ITU,6038,452.82,503.08,PXEQJNYI
T7U5UCWKU3TP,897,33.28,36.87,WXRIAWXC
MAM5B1EZ6JIK,2926,125.82,214.02,SNQXWKEN
5W6X19Z6YYRC,2827,118.45,186.08,XDKQBNHX
SP9GY9OMC0N2,1825,129.99,190.96,MHPSLALJ
KFSZNJKKTC4D,599,52.33,62.69,SSLDGFIO
JDJALVHL79WA,4183,430.58,555.45,BUSRIFIK
29VE814HFXAR,5119,429.2,682.43,SSLDGFIO
9UMOVURVWOMJ,4150,392.76,625.27,ATCDUVFW
UUV485S9YETP,1392,114.44,167.88,BLKYVHGK
8P1AVAMTKJD4,4017,422.35,480.63,VULJMYZU
A5CWVBV9UTLB,3776,407.45,773.75,HUUDFQKQ
EFTS3W3N4KG9,2026,124.99,209.98,XDHMUWBY
BRTMRHRFWPM5,2385,109.69,156.64,HWPQDXDV
FKJQR517VW55,454,32.8,55.01,SZBXULKZ
21NG4R52FHZ3,2904,116.04,191.35,LOUEWGQU
ABMWZOFFNY3G,3408,485.6,783.76,PXEQJNYI
TR3193O75N7V,5338,415.55,544.79,ZWKVZAXK
UKLZE5BV8HH6,2523,114.44,127.94,LLYNIFGP
CK225KEFXWLQ,1031,38.22,70.06,UKVXLLYL
0ANSCK31D7C4,1972,148.13,242.93,XDKQBNHX
N07O4TJ0AOJK,2939,135.08,160.75,ZCDYQWKI
K5CENSQTJ3E3,2947,120.07,189.95,ZCDYQWKI
WCS9FJULGJR6,890,41.84,77.49,JSTUHPFO
GKXBDT89D55R,821,35.22,41.7,KWZHPPSI
JQE7ABZIXZIY,3964,416.91,474.44,ZLTFWIEM
6XP3BS6KSVKF,4467,458.45,657.88,HWPQDXDV
JQ740TCZGKNO,814,32.33,42.06,DYCUYQFX
8ZAZ59CK7147,3693,411.49,616,XDHMUWBY
IJKXIW9TFTBS,3529,374.4,454.52,ASCYDYTE
Q9HOP77FH1G2,3523,429.2,628.78,XDKQBNHX
O99P2D0F6Y89,4832,426.46,513.03,QHJAWQKY
U14A6CGQROP9,2613,99.7,146.16,GWCRWNND
9I27S1Z3O0LG,4174,361.5,684.68,CSIUUMRG
OLES9QCYTC8S,3749,383.54,624.79,ZLTFWIEM
WG9NYZL7QPQA,4432,416.91,504.46,QHJAWQKY
4F0BI17XTK6Y,2467,124.99,175.86,ZCDYQWKI
5M3TSQ5H2HX2,5788,440.25,618.11,SSLDGFIO
COV5NSG32C3H,3817,402.08,666.25,MHPSLALJ
LQSTRTEK3XJM,5705,441.64,801.13,ZLTFWIEM
GU59087YHSN8,231,11.76,18.11,VULJMYZU
